ID,"Módulo del Sistema","Perfil de Usuario",Funcionalidad,"Instrucción (Lo que se debe hacer)","Resultado (Lo que se espera)"
QA-603,"Gestion Tipos Condicion Vehiculo",Administrador,"Botón de acción","Debe presionar 'Botón de acción' para ejecutar la acción de create","Para esperar que el sistema procese la solicitud correctamente."
QA-604,"Gestion Tipos Condicion Vehiculo",Administrador,"ID @if ($sortBy === 'id')","Debe presionar 'ID @if ($sortBy === 'id')' para ordenar la columna","Para esperar que el listado se reordene alfabéticamente o por fecha."
QA-605,"Gestion Tipos Condicion Vehiculo",Administrador,"Nombre @if ($sortBy === 'nombre')","Debe presionar 'Nombre @if ($sortBy === 'nombre')' para ordenar la columna","Para esperar que el listado se reordene alfabéticamente o por fecha."
QA-606,"Gestion Tipos Condicion Vehiculo",Administrador,"Estado @if ($sortBy === 'is_active')","Debe presionar 'Estado @if ($sortBy === 'is_active')' para ordenar la columna","Para esperar que el listado se reordene alfabéticamente o por fecha."
QA-607,"Gestion Tipos Condicion Vehiculo",Administrador,"is_active ? 'bg-green-100 text-green-800 dark:bg-green-700 dark:text-green-100' : 'bg-red-100 text-red-800 dark:bg-red-700 dark:text-red-100' }}"">","Debe presionar 'is_active ? 'bg-green-100 text-green-800 dark:bg-green-700 dark:text-green-100' : 'bg-red-100 text-red-800 dark:bg-red-700 dark:text-red-100' }}"">' para cambiar el estado","Para esperar que el registro se active o desactive según corresponda."
QA-608,"Gestion Tipos Condicion Vehiculo",Administrador,Editar,"Debe presionar 'Editar' para ejecutar la acción de edit","Para esperar que el sistema procese la solicitud correctamente."
QA-609,"Gestion Tipos Condicion Vehiculo",Administrador,Eliminar,"Debe presionar 'Eliminar' para ejecutar la acción de delete. Se debe confirmar el mensaje: '¿Estás seguro de que quieres eliminar este tipo de condición? Esta acción no se puede deshacer.'","Para esperar que el sistema procese la solicitud correctamente."
QA-610,"Gestion Tipos Condicion Vehiculo",Administrador,Cancelar,"Debe presionar 'Cancelar' para ejecutar la acción de closeModal","Para esperar que el sistema procese la solicitud correctamente."
QA-611,"Gestion Tipos Condicion",Administrador,"Botón de acción","Debe presionar 'Botón de acción' para ejecutar la acción de create","Para esperar que el sistema procese la solicitud correctamente."
QA-612,"Gestion Tipos Condicion",Administrador,"ID @if ($sortBy === 'id')","Debe presionar 'ID @if ($sortBy === 'id')' para ordenar la columna","Para esperar que el listado se reordene alfabéticamente o por fecha."
QA-613,"Gestion Tipos Condicion",Administrador,"Nombre @if ($sortBy === 'nombre')","Debe presionar 'Nombre @if ($sortBy === 'nombre')' para ordenar la columna","Para esperar que el listado se reordene alfabéticamente o por fecha."
QA-614,"Gestion Tipos Condicion",Administrador,"Estado @if ($sortBy === 'is_active')","Debe presionar 'Estado @if ($sortBy === 'is_active')' para ordenar la columna","Para esperar que el listado se reordene alfabéticamente o por fecha."
QA-615,"Gestion Tipos Condicion",Administrador,"is_active ? 'bg-green-100 text-green-800 dark:bg-green-700 dark:text-green-100' : 'bg-red-100 text-red-800 dark:bg-red-700 dark:text-red-100' }}"">","Debe presionar 'is_active ? 'bg-green-100 text-green-800 dark:bg-green-700 dark:text-green-100' : 'bg-red-100 text-red-800 dark:bg-red-700 dark:text-red-100' }}"">' para cambiar el estado","Para esperar que el registro se active o desactive según corresponda."
QA-616,"Gestion Tipos Condicion",Administrador,Editar,"Debe presionar 'Editar' para ejecutar la acción de edit","Para esperar que el sistema procese la solicitud correctamente."
QA-617,"Gestion Tipos Condicion",Administrador,Eliminar,"Debe presionar 'Eliminar' para ejecutar la acción de delete. Se debe confirmar el mensaje: '¿Estás seguro de que quieres eliminar este tipo de condición? Esta acción no se puede deshacer.'","Para esperar que el sistema procese la solicitud correctamente."
QA-618,"Gestion Tipos Condicion",Administrador,Cancelar,"Debe presionar 'Cancelar' para ejecutar la acción de closeModal","Para esperar que el sistema procese la solicitud correctamente."
QA-619,"Gestion Tipos Contrato",Administrador,"Crear Nuevo Tipo de Contrato","Debe presionar 'Crear Nuevo Tipo de Contrato' para abrir el formulario de creación","Para esperar que se despliegue la ventana para ingresar un nuevo registro."
QA-620,"Gestion Tipos Contrato",Administrador,Editar,"Debe presionar 'Editar' para abrir el formulario de edición","Para esperar que se carguen los datos del registro y se permita su modificación."
QA-621,"Gestion Tipos Contrato",Administrador,"is_active ? 'desactivar' : 'activar' }} este tipo de contrato: ''?"" class=""ms-2 "">","Debe presionar 'is_active ? 'desactivar' : 'activar' }} este tipo de contrato: ''?"" class=""ms-2 "">' para ejecutar la acción de confirmarAlternarEstado. Se debe confirmar el mensaje: '¿Está seguro de que quiere {{ $tipo->is_active ?'","Para esperar que el sistema procese la solicitud correctamente."
QA-622,"Gestion Tipos Contrato",Administrador,"Botón de acción","Debe presionar 'Botón de acción' para cerrar la ventana actual","Para esperar que la ventana desaparezca y se vuelva a la vista principal."
QA-623,"Gestion Tipos Contrato",Administrador,Cancelar,"Debe presionar 'Cancelar' para cerrar la ventana actual","Para esperar que la ventana desaparezca y se vuelva a la vista principal."
QA-624,"Gestion Tipos Embarcacion",Administrador,"Botón de acción","Debe presionar 'Botón de acción' para ejecutar la acción de create","Para esperar que el sistema procese la solicitud correctamente."
QA-625,"Gestion Tipos Embarcacion",Administrador,Editar,"Debe presionar 'Editar' para ejecutar la acción de edit","Para esperar que el sistema procese la solicitud correctamente."
QA-626,"Gestion Tipos Embarcacion",Administrador,"id }})"" class=""btn-sm "" title="""">","Debe presionar 'id }})"" class=""btn-sm "" title="""">' para cambiar el estado","Para esperar que el registro se active o desactive según corresponda."
QA-627,"Gestion Tipos Embarcacion",Administrador,"Botón de acción","Debe presionar 'Botón de acción' para ejecutar la acción de closeModal","Para esperar que el sistema procese la solicitud correctamente."
QA-628,"Gestion Tipos Embarcacion",Administrador,Cancelar,"Debe presionar 'Cancelar' para ejecutar la acción de closeModal","Para esperar que el sistema procese la solicitud correctamente."
QA-629,"Gestion Tipos Empresa Legal",Administrador,"Crear Nuevo Tipo de Empresa","Debe presionar 'Crear Nuevo Tipo de Empresa' para abrir el formulario de creación","Para esperar que se despliegue la ventana para ingresar un nuevo registro."
QA-630,"Gestion Tipos Empresa Legal",Administrador,Editar,"Debe presionar 'Editar' para abrir el formulario de edición","Para esperar que se carguen los datos del registro y se permita su modificación."
QA-631,"Gestion Tipos Empresa Legal",Administrador,"is_active ? 'desactivar' : 'activar' }} este tipo de empresa: ''?"" class=""ms-2 "">","Debe presionar 'is_active ? 'desactivar' : 'activar' }} este tipo de empresa: ''?"" class=""ms-2 "">' para ejecutar la acción de confirmarAlternarEstado. Se debe confirmar el mensaje: '¿Está seguro de que quiere {{ $tipo->is_active ?'","Para esperar que el sistema procese la solicitud correctamente."
QA-632,"Gestion Tipos Empresa Legal",Administrador,"Botón de acción","Debe presionar 'Botón de acción' para cerrar la ventana actual","Para esperar que la ventana desaparezca y se vuelva a la vista principal."
QA-633,"Gestion Tipos Empresa Legal",Administrador,Cancelar,"Debe presionar 'Cancelar' para cerrar la ventana actual","Para esperar que la ventana desaparezca y se vuelva a la vista principal."
QA-634,"Gestion Tipos Entidad Controlable",Administrador,"Crear Nuevo Tipo de Entidad","Debe presionar 'Crear Nuevo Tipo de Entidad' para abrir el formulario de creación","Para esperar que se despliegue la ventana para ingresar un nuevo registro."
QA-635,"Gestion Tipos Entidad Controlable",Administrador,Editar,"Debe presionar 'Editar' para abrir el formulario de edición","Para esperar que se carguen los datos del registro y se permita su modificación."
QA-636,"Gestion Tipos Entidad Controlable",Administrador,"is_active ? 'desactivar' : 'activar' }} este tipo de entidad: ''?"" class=""ms-2 "">","Debe presionar 'is_active ? 'desactivar' : 'activar' }} este tipo de entidad: ''?"" class=""ms-2 "">' para ejecutar la acción de confirmarAlternarEstado. Se debe confirmar el mensaje: '¿Está seguro de que quiere {{ $entidad->is_active ?'","Para esperar que el sistema procese la solicitud correctamente."
QA-637,"Gestion Tipos Entidad Controlable",Administrador,"Botón de acción","Debe presionar 'Botón de acción' para cerrar la ventana actual","Para esperar que la ventana desaparezca y se vuelva a la vista principal."
QA-638,"Gestion Tipos Entidad Controlable",Administrador,Cancelar,"Debe presionar 'Cancelar' para cerrar la ventana actual","Para esperar que la ventana desaparezca y se vuelva a la vista principal."
QA-639,"Gestion Tipos Maquinaria",Administrador,"Botón de acción","Debe presionar 'Botón de acción' para ejecutar la acción de create","Para esperar que el sistema procese la solicitud correctamente."
QA-640,"Gestion Tipos Maquinaria",Administrador,Editar,"Debe presionar 'Editar' para ejecutar la acción de edit","Para esperar que el sistema procese la solicitud correctamente."
QA-641,"Gestion Tipos Maquinaria",Administrador,"id }})"" class=""btn-sm "" title="""">","Debe presionar 'id }})"" class=""btn-sm "" title="""">' para cambiar el estado","Para esperar que el registro se active o desactive según corresponda."
QA-642,"Gestion Tipos Maquinaria",Administrador,"Botón de acción","Debe presionar 'Botón de acción' para ejecutar la acción de closeModal","Para esperar que el sistema procese la solicitud correctamente."
QA-643,"Gestion Tipos Maquinaria",Administrador,Cancelar,"Debe presionar 'Cancelar' para ejecutar la acción de closeModal","Para esperar que el sistema procese la solicitud correctamente."
QA-644,"Gestion Tipos Permanencia",Administrador,"Crear Nuevo Tipo de Permanencia","Debe presionar 'Crear Nuevo Tipo de Permanencia' para abrir el formulario de creación","Para esperar que se despliegue la ventana para ingresar un nuevo registro."
QA-645,"Gestion Tipos Permanencia",Administrador,Editar,"Debe presionar 'Editar' para abrir el formulario de edición","Para esperar que se carguen los datos del registro y se permita su modificación."
QA-646,"Gestion Tipos Permanencia",Administrador,"is_active ? 'desactivar' : 'activar' }} este tipo de permanencia: ''?"" class=""ms-2 "">","Debe presionar 'is_active ? 'desactivar' : 'activar' }} este tipo de permanencia: ''?"" class=""ms-2 "">' para ejecutar la acción de confirmarAlternarEstado. Se debe confirmar el mensaje: '¿Está seguro de que quiere {{ $tipo->is_active ?'","Para esperar que el sistema procese la solicitud correctamente."
QA-647,"Gestion Tipos Permanencia",Administrador,"Botón de acción","Debe presionar 'Botón de acción' para cerrar la ventana actual","Para esperar que la ventana desaparezca y se vuelva a la vista principal."
QA-648,"Gestion Tipos Permanencia",Administrador,Cancelar,"Debe presionar 'Cancelar' para cerrar la ventana actual","Para esperar que la ventana desaparezca y se vuelva a la vista principal."
QA-649,"Gestion Tipos Vehiculo",Administrador,"Botón de acción","Debe presionar 'Botón de acción' para ejecutar la acción de create","Para esperar que el sistema procese la solicitud correctamente."
QA-650,"Gestion Tipos Vehiculo",Administrador,Editar,"Debe presionar 'Editar' para ejecutar la acción de edit","Para esperar que el sistema procese la solicitud correctamente."
QA-651,"Gestion Tipos Vehiculo",Administrador,"id }})"" class=""btn-sm "" title="""">","Debe presionar 'id }})"" class=""btn-sm "" title="""">' para cambiar el estado","Para esperar que el registro se active o desactive según corresponda."
QA-652,"Gestion Tipos Vehiculo",Administrador,"Botón de acción","Debe presionar 'Botón de acción' para ejecutar la acción de closeModal","Para esperar que el sistema procese la solicitud correctamente."
QA-653,"Gestion Tipos Vehiculo",Administrador,Cancelar,"Debe presionar 'Cancelar' para ejecutar la acción de closeModal","Para esperar que el sistema procese la solicitud correctamente."
QA-654,"Gestion Tipos Vencimiento",Administrador,"Crear Nuevo Tipo de Vencimiento","Debe presionar 'Crear Nuevo Tipo de Vencimiento' para abrir el formulario de creación","Para esperar que se despliegue la ventana para ingresar un nuevo registro."
QA-655,"Gestion Tipos Vencimiento",Administrador,Editar,"Debe presionar 'Editar' para abrir el formulario de edición","Para esperar que se carguen los datos del registro y se permita su modificación."
QA-656,"Gestion Tipos Vencimiento",Administrador,"is_active ? 'desactivar' : 'activar' }} este tipo de vencimiento: ''?"" class=""ms-2 "">","Debe presionar 'is_active ? 'desactivar' : 'activar' }} este tipo de vencimiento: ''?"" class=""ms-2 "">' para ejecutar la acción de confirmarAlternarEstado. Se debe confirmar el mensaje: '¿Está seguro de que quiere {{ $tipo->is_active ?'","Para esperar que el sistema procese la solicitud correctamente."
QA-657,"Gestion Tipos Vencimiento",Administrador,"Botón de acción","Debe presionar 'Botón de acción' para cerrar la ventana actual","Para esperar que la ventana desaparezca y se vuelva a la vista principal."
QA-658,"Gestion Tipos Vencimiento",Administrador,Cancelar,"Debe presionar 'Cancelar' para cerrar la ventana actual","Para esperar que la ventana desaparezca y se vuelva a la vista principal."
QA-659,"Gestion Unidades Organizacionales Mandante",Administrador,"Crear Nueva Unidad Operativa","Debe presionar 'Crear Nueva Unidad Operativa' para abrir el formulario de creación","Para esperar que se despliegue la ventana para ingresar un nuevo registro."
QA-660,"Gestion Unidades Organizacionales Mandante",Administrador,Editar,"Debe presionar 'Editar' para abrir el formulario de edición","Para esperar que se carguen los datos del registro y se permita su modificación."
QA-661,"Gestion Unidades Organizacionales Mandante",Administrador,"is_active ? 'desactivar' : 'activar' }} esta unidad: ''?"" class=""ms-2 "">","Debe presionar 'is_active ? 'desactivar' : 'activar' }} esta unidad: ''?"" class=""ms-2 "">' para ejecutar la acción de confirmarAlternarEstado. Se debe confirmar el mensaje: '¿Está seguro de que quiere {{ $unidad->is_active ?'","Para esperar que el sistema procese la solicitud correctamente."
QA-662,"Gestion Unidades Organizacionales Mandante",Administrador,"Botón de acción","Debe presionar 'Botón de acción' para cerrar la ventana actual","Para esperar que la ventana desaparezca y se vuelva a la vista principal."
QA-663,"Gestion Unidades Organizacionales Mandante",Administrador,Cancelar,"Debe presionar 'Cancelar' para cerrar la ventana actual","Para esperar que la ventana desaparezca y se vuelva a la vista principal."
QA-664,"Gestion Usuarios",Administrador,"Crear Nuevo Usuario","Debe presionar 'Crear Nuevo Usuario' para ejecutar la acción de create","Para esperar que el sistema procese la solicitud correctamente."
QA-665,"Gestion Usuarios",Administrador,Editar,"Debe presionar 'Editar' para ejecutar la acción de edit","Para esperar que el sistema procese la solicitud correctamente."
QA-666,"Gestion Usuarios",Administrador,"Botón de acción","Debe presionar 'Botón de acción' para cambiar el estado","Para esperar que el registro se active o desactive según corresponda."
QA-667,"Gestion Usuarios",Administrador,Eliminar,"Debe presionar 'Eliminar' para ejecutar la acción de confirmUserDeletion","Para esperar que el sistema procese la solicitud correctamente."
QA-668,"Gestion Usuarios",Administrador,Cancelar,"Debe presionar 'Cancelar' para ejecutar la acción de closeModal","Para esperar que el sistema procese la solicitud correctamente."
QA-669,"Gestion Usuarios",Administrador,Eliminar,"Debe presionar 'Eliminar' para ejecutar la acción de deleteUser","Para esperar que el sistema procese la solicitud correctamente."
QA-670,"Importar Contratistas",Administrador,"Descargar Plantilla","Debe presionar 'Descargar Plantilla' para ejecutar la acción de downloadTemplate","Para esperar que el sistema procese la solicitud correctamente."
QA-671,"Importar Contratistas",Administrador,"Realizar otra importación","Debe presionar 'Realizar otra importación' para ejecutar la acción de resetImport","Para esperar que el sistema procese la solicitud correctamente."
QA-672,"Importar Documentos",Administrador,"Vaciar repositorio","Debe presionar 'Vaciar repositorio' para ejecutar la acción de clearTemporalFolder. Se debe confirmar el mensaje: '¿Está seguro de vaciar el repositorio temporal?'","Para esperar que el sistema procese la solicitud correctamente."
QA-673,"Importar Documentos",Administrador,"Descargar Plantilla","Debe presionar 'Descargar Plantilla' para ejecutar la acción de downloadTemplate","Para esperar que el sistema procese la solicitud correctamente."
QA-674,"Importar Documentos",Administrador,"Nueva Importación","Debe presionar 'Nueva Importación' para ejecutar la acción de resetImport","Para esperar que el sistema procese la solicitud correctamente."
QA-675,"Importar Dotacion Anterior",Administrador,"Descargar Plantilla","Debe presionar 'Descargar Plantilla' para ejecutar la acción de downloadTemplate","Para esperar que el sistema procese la solicitud correctamente."
QA-676,"Importar Dotacion Anterior",Administrador,"Cargar otro archivo","Debe presionar 'Cargar otro archivo' para ejecutar la acción de resetImport","Para esperar que el sistema procese la solicitud correctamente."
QA-677,"Importar Trabajadores",Administrador,"Descargar Plantilla","Debe presionar 'Descargar Plantilla' para ejecutar la acción de downloadTemplate","Para esperar que el sistema procese la solicitud correctamente."
QA-678,"Importar Trabajadores",Administrador,"Realizar otra importación","Debe presionar 'Realizar otra importación' para ejecutar la acción de resetImport","Para esperar que el sistema procese la solicitud correctamente."
QA-679,"Importar Vehiculos",Administrador,"Descargar Plantilla","Debe presionar 'Descargar Plantilla' para ejecutar la acción de downloadTemplate","Para esperar que el sistema procese la solicitud correctamente."
QA-680,"Importar Vehiculos",Administrador,"Realizar otra importación","Debe presionar 'Realizar otra importación' para ejecutar la acción de resetImport","Para esperar que el sistema procese la solicitud correctamente."
QA-681,"Importar Verificaciones Historicas",Administrador,"Descargar Plantilla (.xlsx)","Debe presionar 'Descargar Plantilla (.xlsx)' para ejecutar la acción de downloadTemplate","Para esperar que el sistema procese la solicitud correctamente."
QA-682,"Importar Verificaciones Historicas",Administrador,"Realizar otra importación","Debe presionar 'Realizar otra importación' para ejecutar la acción de resetImport","Para esperar que el sistema procese la solicitud correctamente."
QA-683,"Importar Verificaciones Historicas",Administrador,"✅ Confirmar y Aplicar Snapshot","Debe presionar '✅ Confirmar y Aplicar Snapshot' para ejecutar la acción de ejecutarSnapshot","Para esperar que el sistema procese la solicitud correctamente."
QA-684,"Operacion Navigation",Administrador,"Botón de acción","Debe presionar 'Botón de acción' para ejecutar la acción de logout","Para esperar que el sistema procese la solicitud correctamente."
QA-685,"Listar Nombre Documentos",Administrador,"Crear Nuevo Tipo de Documento","Debe presionar 'Crear Nuevo Tipo de Documento' para abrir el formulario de creación","Para esperar que se despliegue la ventana para ingresar un nuevo registro."
QA-686,"Listar Nombre Documentos",Administrador,"Limpiar Filtros","Debe presionar 'Limpiar Filtros' para limpiar los campos","Para esperar que el formulario o los filtros vuelvan a su estado original."
QA-687,"Listar Nombre Documentos",Administrador,Editar,"Debe presionar 'Editar' para abrir el formulario de edición","Para esperar que se carguen los datos del registro y se permita su modificación."
QA-688,"Listar Nombre Documentos",Administrador,"is_active ? 'desactivar' : 'activar' }} este tipo de documento: ''?"" class=""ms-2 "">","Debe presionar 'is_active ? 'desactivar' : 'activar' }} este tipo de documento: ''?"" class=""ms-2 "">' para ejecutar la acción de confirmarEliminacion. Se debe confirmar el mensaje: '¿Está seguro de que quiere {{ $doc->is_active ?'","Para esperar que el sistema procese la solicitud correctamente."
QA-689,"Listar Nombre Documentos",Administrador,"Botón de acción","Debe presionar 'Botón de acción' para cerrar la ventana actual","Para esperar que la ventana desaparezca y se vuelva a la vista principal."
QA-690,"Listar Nombre Documentos",Administrador,Cancelar,"Debe presionar 'Cancelar' para cerrar la ventana actual","Para esperar que la ventana desaparezca y se vuelva a la vista principal."
QA-691,"Gestion Contratistas",Mandante/Supervisor,Limpiar,"Debe presionar 'Limpiar' para limpiar los campos","Para esperar que el formulario o los filtros vuelvan a su estado original."
QA-692,"Gestion Contratistas",Mandante/Supervisor,"Nueva Empresa","Debe presionar 'Nueva Empresa' para ejecutar la acción de create","Para esperar que el sistema procese la solicitud correctamente."
QA-693,"Gestion Contratistas",Mandante/Supervisor,"pivot_acredita ? 'bg-green-100 text-green-800 dark:bg-green-700 dark:text-green-100' : 'bg-gray-100 text-gray-800 dark:bg-gray-700 dark:text-gray-100' }}"">","Debe presionar 'pivot_acredita ? 'bg-green-100 text-green-800 dark:bg-green-700 dark:text-green-100' : 'bg-gray-100 text-gray-800 dark:bg-gray-700 dark:text-gray-100' }}"">' para cambiar el estado","Para esperar que el registro se active o desactive según corresponda."
QA-694,"Gestion Contratistas",Mandante/Supervisor,"pivot_verifica ? 'bg-purple-100 text-purple-800 dark:bg-purple-700 dark:text-purple-100' : 'bg-gray-100 text-gray-800 dark:bg-gray-700 dark:text-gray-100' }}"">","Debe presionar 'pivot_verifica ? 'bg-purple-100 text-purple-800 dark:bg-purple-700 dark:text-purple-100' : 'bg-gray-100 text-gray-800 dark:bg-gray-700 dark:text-gray-100' }}"">' para cambiar el estado","Para esperar que el registro se active o desactive según corresponda."
QA-695,"Gestion Contratistas",Mandante/Supervisor,"is_active ? 'desactivar' : 'activar' }} a ?"" class=""px-2 inline-flex text-xs leading-5 font-semibold rounded-full cursor-pointer "">","Debe presionar 'is_active ? 'desactivar' : 'activar' }} a ?"" class=""px-2 inline-flex text-xs leading-5 font-semibold rounded-full cursor-pointer "">' para cambiar el estado. Se debe confirmar el mensaje: '¿Está seguro de {{ $solicitud->is_active ?'","Para esperar que el registro se active o desactive según corresponda."
QA-696,"Gestion Contratistas",Mandante/Supervisor,"Botón de acción","Debe presionar 'Botón de acción' para ejecutar la acción de edit","Para esperar que el sistema procese la solicitud correctamente."
QA-697,"Gestion Contratistas",Mandante/Supervisor,"Gestionar Vinculación","Debe presionar 'Gestionar Vinculación' para abrir la ventana de gestión","Para esperar que la ventana se muestre correctamente en pantalla."
QA-698,"Gestion Contratistas",Mandante/Supervisor,"+ Crear Nueva Vinculación","Debe presionar '+ Crear Nueva Vinculación' para abrir la ventana de gestión","Para esperar que la ventana se muestre correctamente en pantalla."
QA-699,"Gestion Contratistas",Mandante/Supervisor,"Botón de acción","Debe presionar 'Botón de acción' para ejecutar la acción de closeModal","Para esperar que el sistema procese la solicitud correctamente."
QA-700,"Gestion Contratistas",Mandante/Supervisor,Cancelar,"Debe presionar 'Cancelar' para ejecutar la acción de closeModal","Para esperar que el sistema procese la solicitud correctamente."
QA-701,"Gestion Contratistas",Mandante/Supervisor,"Botón de acción","Debe presionar 'Botón de acción' para cerrar la ventana actual","Para esperar que la ventana desaparezca y se vuelva a la vista principal."
QA-702,"Gestion Contratistas",Mandante/Supervisor,Eliminar,"Debe presionar 'Eliminar' para solicitar la eliminación del registro. Se debe confirmar el mensaje: '⚠️ ADVERTENCIA: ¿Estás seguro de que deseas eliminar esta vinculación?\n\nESTO ELIMINARÁ TAMBIÉN TODAS LAS VINCULACIONES DE LOS SUBCONTRATISTAS asociados a este contrato/lugar en toda la cadena (Sub, Sub-Sub, etc.). Esta acción NO se puede deshacer.'","Para esperar que el registro sea borrado definitivamente (o desactivado) del listado."
QA-703,"Gestion Contratistas",Mandante/Supervisor,"Botón de acción","Debe presionar 'Botón de acción' para ejecutar la acción de iniciarGestionCargos","Para esperar que el sistema procese la solicitud correctamente."
QA-704,"Gestion Contratistas",Mandante/Supervisor,"Agregar Otra Fila","Debe presionar 'Agregar Otra Fila' para ejecutar la acción de agregarFilaVinculacion","Para esperar que el sistema procese la solicitud correctamente."
QA-705,"Gestion Contratistas",Mandante/Supervisor,Cancelar,"Debe presionar 'Cancelar' para cerrar la ventana actual","Para esperar que la ventana desaparezca y se vuelva a la vista principal."
QA-706,"Gestion Contratistas",Mandante/Supervisor,"Aplicar Configuración","Debe presionar 'Aplicar Configuración' para presionar el botón de guardar","Para esperar que los cambios se almacenen en el sistema y se muestre un mensaje de éxito."
QA-707,"Gestion General Documentos",Mandante/Supervisor,"Botón de acción","Debe presionar 'Botón de acción' para borrar el elemento","Para esperar que el sistema confirme la eliminación y actualice la vista."
QA-708,"Gestion General Documentos",Mandante/Supervisor,"Botón de acción","Debe presionar 'Botón de acción' para borrar el elemento","Para esperar que el sistema confirme la eliminación y actualice la vista."
QA-709,"Gestion General Documentos",Mandante/Supervisor,"Botón de acción","Debe presionar 'Botón de acción' para realizar la búsqueda","Para esperar que el sistema encuentre y muestre los registros solicitados."
QA-710,"Gestion General Documentos",Mandante/Supervisor,"Botón de acción","Debe presionar 'Botón de acción' para ejecutar la acción de resetearFiltros","Para esperar que el sistema procese la solicitud correctamente."
QA-711,"Gestion General Documentos",Mandante/Supervisor,"Asignar ()","Debe presionar 'Asignar ()' para ejecutar la acción de asignarSeleccionados","Para esperar que el sistema procese la solicitud correctamente."
QA-712,"Gestion General Documentos",Mandante/Supervisor,Desasignar,"Debe presionar 'Desasignar' para ejecutar la acción de desasignarSeleccionados","Para esperar que el sistema procese la solicitud correctamente."
QA-713,"Gestion General Documentos",Mandante/Supervisor,"Revalidar ()","Debe presionar 'Revalidar ()' para ejecutar la acción de revalidarSeleccionados","Para esperar que el sistema procese la solicitud correctamente."
QA-714,"Gestion General Documentos",Mandante/Supervisor,"Botón de acción","Debe presionar 'Botón de acción' para abrir la ventana de gestión","Para esperar que la ventana se muestre correctamente en pantalla."
QA-715,"Gestion General Documentos",Mandante/Supervisor,"total() === 0"">","Debe presionar 'total() === 0"">' para abrir la ventana de gestión","Para esperar que la ventana se muestre correctamente en pantalla."
QA-716,"Gestion General Documentos",Mandante/Supervisor,"F. Validación @if($sortField === 'fecha_validacion') @if($sortDirection === 'asc') @else @endif","Debe presionar 'F. Validación @if($sortField === 'fecha_validacion') @if($sortDirection === 'asc') @else @endif' para ordenar la columna","Para esperar que el listado se reordene alfabéticamente o por fecha."
QA-717,"Gestion General Documentos",Mandante/Supervisor,Cancelar,"Debe presionar 'Cancelar' para cerrar la ventana actual","Para esperar que la ventana desaparezca y se vuelva a la vista principal."
QA-718,"Gestion General Documentos",Mandante/Supervisor,"Confirmar Modificación","Debe presionar 'Confirmar Modificación' para ejecutar la acción de confirmarModificacionVencimiento","Para esperar que el sistema procese la solicitud correctamente."
QA-719,"Gestion General Documentos",Mandante/Supervisor,"Botón de acción","Debe presionar 'Botón de acción' para cerrar la ventana actual","Para esperar que la ventana desaparezca y se vuelva a la vista principal."
QA-720,"Gestion General Documentos",Mandante/Supervisor,Cerrar,"Debe presionar 'Cerrar' para cerrar la ventana actual","Para esperar que la ventana desaparezca y se vuelva a la vista principal."
QA-721,"Gestion General Documentos",Mandante/Supervisor,Cancelar,"Debe presionar 'Cancelar' para cerrar la ventana actual","Para esperar que la ventana desaparezca y se vuelva a la vista principal."
QA-722,"Gestion General Documentos",Mandante/Supervisor,"Confirmar y Enviar","Debe presionar 'Confirmar y Enviar' para ejecutar la acción de despacharNotificaciones","Para esperar que el sistema procese la solicitud correctamente."
QA-723,"Gestion General Mandante",Mandante/Supervisor,"Borrar F. Carga","Debe presionar 'Borrar F. Carga' para borrar el elemento","Para esperar que el sistema confirme la eliminación y actualice la vista."
QA-724,"Gestion General Mandante",Mandante/Supervisor,"Borrar F. Val.","Debe presionar 'Borrar F. Val.' para borrar el elemento","Para esperar que el sistema confirme la eliminación y actualice la vista."
QA-725,"Gestion General Mandante",Mandante/Supervisor,"Resetear Filtros","Debe presionar 'Resetear Filtros' para ejecutar la acción de resetearFiltros","Para esperar que el sistema procese la solicitud correctamente."
QA-726,"Gestion General Mandante",Mandante/Supervisor,"Asignar ()","Debe presionar 'Asignar ()' para ejecutar la acción de asignarSeleccionados","Para esperar que el sistema procese la solicitud correctamente."
QA-727,"Gestion General Mandante",Mandante/Supervisor,"Desasignar ()","Debe presionar 'Desasignar ()' para ejecutar la acción de desasignarSeleccionados","Para esperar que el sistema procese la solicitud correctamente."
QA-728,"Gestion General Mandante",Mandante/Supervisor,"Fecha Validación @if($sortField === 'fecha_validacion')","Debe presionar 'Fecha Validación @if($sortField === 'fecha_validacion')' para ordenar la columna","Para esperar que el listado se reordene alfabéticamente o por fecha."
QA-729,"Informar Contratistas",Mandante/Supervisor,"Botón de acción","Debe presionar 'Botón de acción' para presionar el botón de guardar. Se debe confirmar el mensaje: '¿Guardar las selecciones para ?'","Para esperar que los cambios se almacenen en el sistema y se muestre un mensaje de éxito."
QA-730,"Informar Contratistas",Mandante/Supervisor,"GUARDAR SELECCIONES","Debe presionar 'GUARDAR SELECCIONES' para presionar el botón de guardar. Se debe confirmar el mensaje: '¿Guardar las selecciones para ?'","Para esperar que los cambios se almacenen en el sistema y se muestre un mensaje de éxito."
QA-731,"Panel Supervision",Mandante/Supervisor,"Forzar Recálculo en Vivo","Debe presionar 'Forzar Recálculo en Vivo' para ejecutar la acción de solicitarConfirmacionRecalculo","Para esperar que el sistema procese la solicitud correctamente."
